name,human_eq_type,location,serving,status,date,status2,date2,time_spent,nyca_id
Lexington Ave - 63rd St,An escalator,,Level 2 To Mezzanine,OUTAGE,2017-03-21 04:38:26,FIXED,2017-03-21 08:58:37,0 days 04:20:11.000000000,352
Lexington Ave - 63rd St,An escalator,,Level 2 To Mezzanine,OUTAGE,2017-03-22 04:08:51,FIXED,2017-03-22 08:58:33,0 days 04:49:42.000000000,352
Lexington Ave - 63rd St,An escalator,,Level 2 To Mezzanine,OUTAGE,2017-03-22 04:08:51,FIXED,2017-03-22 08:58:33,0 days 04:49:42.000000000,352
Lexington Ave - 63rd St,An escalator,,Level 2 To Mezzanine,OUTAGE,2017-03-23 04:08:46,FIXED,2017-03-23 09:08:51,0 days 05:00:05.000000000,352
Lexington Ave - 63rd St,An escalator,,Level 2 To Mezzanine,OUTAGE,2017-03-23 04:08:46,FIXED,2017-03-23 09:08:51,0 days 05:00:05.000000000,352
Lexington Ave - 63rd St,An escalator,,Level 2 To Mezzanine,OUTAGE,2017-03-27 06:49:16,FIXED,2017-03-27 06:58:46,0 days 00:09:30.000000000,352
Lexington Ave - 63rd St,An escalator,,Level 2 To Mezzanine,OUTAGE,2017-03-27 06:49:16,FIXED,2017-03-27 06:58:46,0 days 00:09:30.000000000,352
Lexington Ave - 63rd St,An escalator,,Level 2 To Mezzanine,OUTAGE,2017-03-28 03:58:52,FIXED,2017-03-28 08:58:44,0 days 04:59:52.000000000,352
Lexington Ave - 63rd St,An escalator,,Level 2 To Mezzanine,OUTAGE,2017-03-28 03:58:52,FIXED,2017-03-28 08:58:44,0 days 04:59:52.000000000,352
Lexington Ave - 63rd St,An escalator,,Level 2 To Mezzanine,OUTAGE,2017-03-29 03:58:28,FIXED,2017-03-29 05:38:43,0 days 01:40:15.000000000,352
Lexington Ave - 63rd St,An escalator,,Level 2 To Mezzanine,OUTAGE,2017-03-29 03:58:28,FIXED,2017-03-29 05:38:43,0 days 01:40:15.000000000,352
Lexington Ave - 63rd St,An escalator,,Level 2 To Mezzanine,OUTAGE,2017-03-29 06:38:35,,,,352
Lexington Ave - 63rd St,An escalator,,Level 2 To Mezzanine,OUTAGE,2017-03-29 06:38:35,,,,352
Lexington Ave - 63rd St,An escalator,,Level 2 To Mezzanine,OUTAGE,2017-03-30 04:18:41,FIXED,2017-03-30 08:58:41,0 days 04:40:00.000000000,352
Lexington Ave - 63rd St,An escalator,,Level 2 To Mezzanine,OUTAGE,2017-03-30 04:18:41,FIXED,2017-03-30 08:58:41,0 days 04:40:00.000000000,352
Lexington Ave - 63rd St,An escalator,,Level 3 To Level 2,OUTAGE,2017-03-15 02:28:17,FIXED,2017-03-15 04:48:15,0 days 02:19:58.000000000,352
Lexington Ave - 63rd St,An escalator,,Level 3 To Level 2,OUTAGE,2017-03-15 02:28:17,FIXED,2017-03-15 04:48:15,0 days 02:19:58.000000000,352
Lexington Ave - 63rd St,An escalator,,Level 3 To Level 2,OUTAGE,2017-03-15 22:48:26,FIXED,2017-03-16 00:48:23,0 days 01:59:57.000000000,352
Lexington Ave - 63rd St,An escalator,,Level 3 To Level 2,OUTAGE,2017-03-15 22:48:26,FIXED,2017-03-16 00:48:23,0 days 01:59:57.000000000,352
Lexington Ave - 63rd St,An escalator,,Level 3 To Level 2,OUTAGE,2017-03-25 07:38:43,FIXED,2017-03-25 08:18:30,0 days 00:39:47.000000000,352
Lexington Ave - 63rd St,An escalator,,Level 3 To Level 2,OUTAGE,2017-03-25 07:38:43,FIXED,2017-03-25 08:18:30,0 days 00:39:47.000000000,352
Lexington Ave - 63rd St,An escalator,,Level 3 To Level 2,OUTAGE,2017-03-25 16:48:43,,,,352
Lexington Ave - 63rd St,An escalator,,Level 3 To Level 2,OUTAGE,2017-03-25 16:48:43,,,,352
Lexington Ave - 63rd St,An escalator,,Level 3 To Level 2,OUTAGE,2017-03-29 05:08:34,FIXED,2017-03-29 06:18:33,0 days 01:09:59.000000000,352
Lexington Ave - 63rd St,An escalator,,Level 3 To Level 2,OUTAGE,2017-03-29 05:08:34,FIXED,2017-03-29 06:18:33,0 days 01:09:59.000000000,352
Lexington Ave - 63rd St,An escalator,,Mezzanine To Street,OUTAGE,2017-03-15 05:28:32,FIXED,2017-03-15 07:48:17,0 days 02:19:45.000000000,352
Lexington Ave - 63rd St,An escalator,,Mezzanine To Street,OUTAGE,2017-03-15 05:28:32,FIXED,2017-03-15 07:48:17,0 days 02:19:45.000000000,352
Lexington Ave - 63rd St,An escalator,,Mezzanine To Street,OUTAGE,2017-03-18 04:08:41,FIXED,2017-03-18 08:58:30,0 days 04:49:49.000000000,352
Lexington Ave - 63rd St,An escalator,,Mezzanine To Street,OUTAGE,2017-03-18 04:08:41,FIXED,2017-03-18 08:58:30,0 days 04:49:49.000000000,352
Lexington Ave - 63rd St,An escalator,,Mezzanine To Street,OUTAGE,2017-03-19 04:08:52,FIXED,2017-03-19 08:18:44,0 days 04:09:52.000000000,352
Lexington Ave - 63rd St,An escalator,,Mezzanine To Street,OUTAGE,2017-03-19 04:08:52,FIXED,2017-03-19 08:18:44,0 days 04:09:52.000000000,352
Lexington Ave - 63rd St,An escalator,,Mezzanine To Street,OUTAGE,2017-03-20 12:18:48,FIXED,2017-03-20 15:28:55,0 days 03:10:07.000000000,352
Lexington Ave - 63rd St,An escalator,,Mezzanine To Street,OUTAGE,2017-03-20 12:18:48,FIXED,2017-03-20 15:28:55,0 days 03:10:07.000000000,352
Lexington Ave - 63rd St,An escalator,,Mezzanine To Street,OUTAGE,2017-03-20 15:48:33,,,,352
Lexington Ave - 63rd St,An escalator,,Mezzanine To Street,OUTAGE,2017-03-20 15:48:33,,,,352
Lexington Ave - 63rd St,An escalator,,Mezzanine To Street,OUTAGE,2017-03-21 05:08:56,FIXED,2017-03-21 05:38:28,0 days 00:29:32.000000000,352
Lexington Ave - 63rd St,An escalator,,Mezzanine To Street,OUTAGE,2017-03-21 05:08:56,FIXED,2017-03-21 05:38:28,0 days 00:29:32.000000000,352
Lexington Ave - 63rd St,An escalator,,Mezzanine To Street,OUTAGE,2017-03-22 15:48:38,FIXED,2017-03-22 19:18:46,0 days 03:30:08.000000000,352
Lexington Ave - 63rd St,An escalator,,Mezzanine To Street,OUTAGE,2017-03-22 15:48:38,FIXED,2017-03-22 19:18:46,0 days 03:30:08.000000000,352
Lexington Ave - 63rd St,An escalator,,Mezzanine To Street,OUTAGE,2017-03-23 14:48:47,FIXED,2017-03-23 18:48:57,0 days 04:00:10.000000000,352
Lexington Ave - 63rd St,An escalator,,Mezzanine To Street,OUTAGE,2017-03-23 14:48:47,FIXED,2017-03-23 18:48:57,0 days 04:00:10.000000000,352
Lexington Ave - 63rd St,An escalator,,Mezzanine To Street,OUTAGE,2017-03-27 04:18:49,FIXED,2017-03-27 09:18:40,0 days 04:59:51.000000000,352
Lexington Ave - 63rd St,An escalator,,Mezzanine To Street,OUTAGE,2017-03-27 04:18:49,FIXED,2017-03-27 09:18:40,0 days 04:59:51.000000000,352
Lexington Ave - 63rd St,An escalator,,Northbound Platform To Upper Platform,OUTAGE,2017-03-16 12:48:19,FIXED,2017-03-16 13:38:24,0 days 00:50:05.000000000,352
Lexington Ave - 63rd St,An escalator,,Northbound Platform To Upper Platform,OUTAGE,2017-03-16 12:48:19,FIXED,2017-03-16 13:38:24,0 days 00:50:05.000000000,352
Lexington Ave - 63rd St,An escalator,,Northbound Platform To Upper Platform,OUTAGE,2017-03-23 04:18:49,FIXED,2017-03-23 08:48:45,0 days 04:29:56.000000000,352
Lexington Ave - 63rd St,An escalator,,Northbound Platform To Upper Platform,OUTAGE,2017-03-23 04:18:49,FIXED,2017-03-23 08:48:45,0 days 04:29:56.000000000,352
Lexington Ave - 63rd St,An escalator,,Northbound Platform To Upper Platform,OUTAGE,2017-03-23 23:28:38,FIXED,2017-03-24 03:58:45,0 days 04:30:07.000000000,352
Lexington Ave - 63rd St,An escalator,,Northbound Platform To Upper Platform,OUTAGE,2017-03-23 23:28:38,FIXED,2017-03-24 03:58:45,0 days 04:30:07.000000000,352
Lexington Ave - 63rd St,An escalator,,Northbound Platform To Upper Platform,OUTAGE,2017-03-24 04:18:51,FIXED,2017-03-24 08:58:48,0 days 04:39:57.000000000,352
Lexington Ave - 63rd St,An escalator,,Northbound Platform To Upper Platform,OUTAGE,2017-03-24 04:18:51,FIXED,2017-03-24 08:58:48,0 days 04:39:57.000000000,352
Lexington Ave - 63rd St,An escalator,,Northbound Platform To Upper Platform,OUTAGE,2017-03-27 06:08:59,FIXED,2017-03-27 06:49:16,0 days 00:40:17.000000000,352
Lexington Ave - 63rd St,An escalator,,Northbound Platform To Upper Platform,OUTAGE,2017-03-27 06:08:59,FIXED,2017-03-27 06:49:16,0 days 00:40:17.000000000,352
Lexington Ave - 63rd St,An escalator,,Northbound Platform To Upper Platform,OUTAGE,2017-03-28 21:09:19,FIXED,2017-03-28 22:28:56,0 days 01:19:37.000000000,352
Lexington Ave - 63rd St,An escalator,,Northbound Platform To Upper Platform,OUTAGE,2017-03-28 21:09:19,FIXED,2017-03-28 22:28:56,0 days 01:19:37.000000000,352
Lexington Ave - 63rd St,An escalator,,Southbound Platform To Level 3,OUTAGE,2017-03-22 12:18:41,FIXED,2017-03-22 15:28:48,0 days 03:10:07.000000000,352
Lexington Ave - 63rd St,An escalator,,Southbound Platform To Level 3,OUTAGE,2017-03-22 12:18:41,FIXED,2017-03-22 15:28:48,0 days 03:10:07.000000000,352
Lexington Ave - 63rd St,An escalator,,Southbound Platform To Level 3,OUTAGE,2017-03-26 13:38:44,FIXED,2017-03-26 15:09:15,0 days 01:30:31.000000000,352
Lexington Ave - 63rd St,An escalator,,Southbound Platform To Level 3,OUTAGE,2017-03-26 13:38:44,FIXED,2017-03-26 15:09:15,0 days 01:30:31.000000000,352
Lexington Ave - 63rd St,An escalator,,Southbound Platform To Level 3,OUTAGE,2017-03-29 04:58:32,FIXED,2017-03-29 05:58:39,0 days 01:00:07.000000000,352
Lexington Ave - 63rd St,An escalator,,Southbound Platform To Level 3,OUTAGE,2017-03-29 04:58:32,FIXED,2017-03-29 05:58:39,0 days 01:00:07.000000000,352
Marcy Ave,An elevator,Corner of Marcy Avenue and Broadway,Street To Mezzanine And Downtown Platform,FIXED,2017-03-14 19:58:36,,,,77
Myrtle - Wyckoff Ave,An elevator,,Mezzanine To Platform,OUTAGE,2017-03-15 04:38:23,FIXED,2017-03-15 06:48:34,0 days 02:10:11.000000000,178
Myrtle - Wyckoff Ave,An elevator,,Mezzanine To Platform,OUTAGE,2017-03-16 12:48:20,FIXED,2017-03-16 18:58:39,0 days 06:10:19.000000000,178
Myrtle - Wyckoff Ave,An elevator,,Mezzanine To Platform,OUTAGE,2017-03-17 06:38:33,FIXED,2017-03-17 16:48:32,0 days 10:09:59.000000000,178
Myrtle - Wyckoff Ave,An elevator,,Mezzanine To Platform,OUTAGE,2017-03-18 03:38:23,FIXED,2017-03-18 07:38:25,0 days 04:00:02.000000000,178
Myrtle - Wyckoff Ave,An elevator,,Mezzanine To Platform,OUTAGE,2017-03-20 21:18:25,FIXED,2017-03-20 23:48:46,0 days 02:30:21.000000000,178
Myrtle - Wyckoff Ave,An elevator,,Mezzanine To Platform,OUTAGE,2017-03-28 14:48:27,FIXED,2017-03-28 16:58:40,0 days 02:10:13.000000000,178
Myrtle - Wyckoff Ave,An elevator,,Transfer Passageway Mezzanine To Platform,OUTAGE,2017-03-15 04:48:15,FIXED,2017-03-15 07:28:16,0 days 02:40:01.000000000,178
Myrtle - Wyckoff Ave,An elevator,,Transfer Passageway Mezzanine To Platform,OUTAGE,2017-03-16 16:08:35,FIXED,2017-03-16 22:38:41,0 days 06:30:06.000000000,178
Myrtle - Wyckoff Ave,An elevator,Intersection of Myrtle/Wyckoff Avenues (Inside station house),Street To Mezzanine And M Transfer Passageway,OUTAGE,2017-03-20 19:08:54,,,,178
Myrtle - Wyckoff Ave,An elevator,Intersection of Myrtle/Wyckoff Avenues (Inside station house),Street To Mezzanine And M Transfer Passageway,OUTAGE,2017-03-28 04:09:04,,,,178
Myrtle - Wyckoff Ave,An elevator,Intersection of Myrtle/Wyckoff Avenues (Inside station house),Street To Mezzanine And M Transfer Passageway,OUTAGE,2017-03-29 04:08:48,,,,178
Myrtle - Wyckoff Ave,An escalator,,Lower Mezzanine To Upper Mezzanine,OUTAGE,2017-03-16 17:28:29,FIXED,2017-03-16 18:48:18,0 days 01:19:49.000000000,178
Myrtle - Wyckoff Ave,An escalator,,Lower Mezzanine To Upper Mezzanine,OUTAGE,2017-03-16 17:28:29,FIXED,2017-03-16 18:48:18,0 days 01:19:49.000000000,178
Myrtle - Wyckoff Ave,An escalator,,Lower Mezzanine To Upper Mezzanine,OUTAGE,2017-03-17 14:18:26,FIXED,2017-03-17 18:08:59,0 days 03:50:33.000000000,178
Myrtle - Wyckoff Ave,An escalator,,Lower Mezzanine To Upper Mezzanine,OUTAGE,2017-03-17 14:18:26,FIXED,2017-03-17 18:08:59,0 days 03:50:33.000000000,178
Myrtle - Wyckoff Ave,An escalator,,Lower Mezzanine To Upper Mezzanine,OUTAGE,2017-03-17 22:18:23,,,,178
Myrtle - Wyckoff Ave,An escalator,,Lower Mezzanine To Upper Mezzanine,OUTAGE,2017-03-17 22:18:23,,,,178
Myrtle - Wyckoff Ave,An escalator,,Lower Mezzanine To Upper Mezzanine,OUTAGE,2017-03-20 09:58:21,FIXED,2017-03-20 12:28:25,0 days 02:30:04.000000000,178
Myrtle - Wyckoff Ave,An escalator,,Lower Mezzanine To Upper Mezzanine,OUTAGE,2017-03-20 09:58:21,FIXED,2017-03-20 12:28:25,0 days 02:30:04.000000000,178
Myrtle - Wyckoff Ave,An escalator,,Lower Mezzanine To Upper Mezzanine,OUTAGE,2017-03-22 14:28:46,FIXED,2017-03-22 16:38:25,0 days 02:09:39.000000000,178
Myrtle - Wyckoff Ave,An escalator,,Lower Mezzanine To Upper Mezzanine,OUTAGE,2017-03-22 14:28:46,FIXED,2017-03-22 16:38:25,0 days 02:09:39.000000000,178
Myrtle - Wyckoff Ave,An escalator,,Lower Mezzanine To Upper Mezzanine,OUTAGE,2017-03-23 13:38:51,FIXED,2017-03-23 14:18:26,0 days 00:39:35.000000000,178
Myrtle - Wyckoff Ave,An escalator,,Lower Mezzanine To Upper Mezzanine,OUTAGE,2017-03-23 13:38:51,FIXED,2017-03-23 14:18:26,0 days 00:39:35.000000000,178
Myrtle - Wyckoff Ave,An escalator,,Lower Mezzanine To Upper Mezzanine,OUTAGE,2017-03-24 04:18:51,FIXED,2017-03-24 09:08:38,0 days 04:49:47.000000000,178
Myrtle - Wyckoff Ave,An escalator,,Lower Mezzanine To Upper Mezzanine,OUTAGE,2017-03-24 04:18:51,FIXED,2017-03-24 09:08:38,0 days 04:49:47.000000000,178
Myrtle - Wyckoff Ave,An escalator,,Lower Mezzanine To Upper Mezzanine,OUTAGE,2017-03-25 16:48:43,FIXED,2017-03-25 18:08:42,0 days 01:19:59.000000000,178
Myrtle - Wyckoff Ave,An escalator,,Lower Mezzanine To Upper Mezzanine,OUTAGE,2017-03-25 16:48:43,FIXED,2017-03-25 18:08:42,0 days 01:19:59.000000000,178
Myrtle - Wyckoff Ave,An escalator,,Lower Mezzanine To Upper Mezzanine,OUTAGE,2017-03-26 05:08:32,FIXED,2017-03-26 08:28:21,0 days 03:19:49.000000000,178
Myrtle - Wyckoff Ave,An escalator,,Lower Mezzanine To Upper Mezzanine,OUTAGE,2017-03-26 05:08:32,FIXED,2017-03-26 08:28:21,0 days 03:19:49.000000000,178
Myrtle - Wyckoff Ave,An escalator,,Lower Mezzanine To Upper Mezzanine,OUTAGE,2017-03-26 20:08:54,FIXED,2017-03-26 21:38:36,0 days 01:29:42.000000000,178
Myrtle - Wyckoff Ave,An escalator,,Lower Mezzanine To Upper Mezzanine,OUTAGE,2017-03-26 20:08:54,FIXED,2017-03-26 21:38:36,0 days 01:29:42.000000000,178
Myrtle - Wyckoff Ave,An escalator,,Lower Mezzanine To Upper Mezzanine,OUTAGE,2017-03-28 11:18:26,FIXED,2017-03-28 14:09:01,0 days 02:50:35.000000000,178
Myrtle - Wyckoff Ave,An escalator,,Lower Mezzanine To Upper Mezzanine,OUTAGE,2017-03-28 11:18:26,FIXED,2017-03-28 14:09:01,0 days 02:50:35.000000000,178
Myrtle - Wyckoff Ave,An escalator,,Lower Mezzanine To Upper Mezzanine,OUTAGE,2017-03-31 16:08:55,FIXED,2017-04-01 00:58:58,0 days 08:50:03.000000000,178
Myrtle - Wyckoff Ave,An escalator,,Lower Mezzanine To Upper Mezzanine,OUTAGE,2017-03-31 16:08:55,FIXED,2017-04-01 00:58:58,0 days 08:50:03.000000000,178
Pelham Bay Park,An elevator,,Mezzanine To Platform,OUTAGE,2017-03-31 03:28:44,FIXED,2017-03-31 09:28:22,0 days 05:59:38.000000000,163
Pelham Bay Park,An elevator,,Mezzanine To Platform,OUTAGE,2017-04-01 04:18:47,FIXED,2017-04-01 09:18:40,0 days 04:59:53.000000000,163
Pelham Bay Park,An escalator,,Center Island Platform To Street,OUTAGE,2017-03-20 19:28:48,FIXED,2017-03-21 01:18:36,0 days 05:49:48.000000000,163
Pelham Bay Park,An escalator,,Center Island Platform To Street,OUTAGE,2017-03-21 23:09:02,FIXED,2017-03-21 23:58:52,0 days 00:49:50.000000000,163
Pelham Bay Park,An escalator,,Center Island Platform To Street,OUTAGE,2017-03-22 19:38:35,FIXED,2017-03-23 00:48:43,0 days 05:10:08.000000000,163
Pelham Bay Park,An escalator,,Mezzanine To Street,OUTAGE,2017-03-15 02:48:34,FIXED,2017-03-31 06:58:34,16 days 04:10:00.000000000,163
Pelham Bay Park,An escalator,,Mezzanine To Street,OUTAGE,2017-04-01 02:58:41,FIXED,2017-04-01 05:58:42,0 days 03:00:01.000000000,163
Pelham Pkwy,An elevator,,Mezzanine To Downtown,OUTAGE,2017-03-25 04:18:47,FIXED,2017-03-25 09:38:46,0 days 05:19:59.000000000,241
Pelham Pkwy,An elevator,,Mezzanine To Uptown,OUTAGE,2017-03-16 13:38:22,FIXED,2017-03-16 16:48:27,0 days 03:10:05.000000000,241
Pelham Pkwy,An elevator,,Mezzanine To Uptown,OUTAGE,2017-03-17 04:58:37,FIXED,2017-03-17 08:08:34,0 days 03:09:57.000000000,241
Pelham Pkwy,An elevator,SW corner of Pelham Parkway and White Plains Road,Street To Mezzanine,OUTAGE,2017-03-22 12:58:49,FIXED,2017-03-22 17:28:50,0 days 04:30:01.000000000,241
Pelham Pkwy,An elevator,SW corner of Pelham Parkway and White Plains Road,Street To Mezzanine,OUTAGE,2017-03-23 21:28:27,FIXED,2017-03-24 01:38:56,0 days 04:10:29.000000000,241
Pelham Pkwy,An elevator,SW corner of Pelham Parkway and White Plains Road,Street To Mezzanine,OUTAGE,2017-03-24 12:38:49,FIXED,2017-03-24 14:59:10,0 days 02:20:21.000000000,241
Pelham Pkwy,An elevator,SW corner of Pelham Parkway and White Plains Road,Street To Mezzanine,OUTAGE,2017-03-30 21:58:45,,,,241
Pelham Pkwy,An escalator,,Mezzanine To Southbound Platform,OUTAGE,2017-03-30 04:18:41,FIXED,2017-03-30 08:58:40,0 days 04:39:59.000000000,241
Pelham Pkwy,An escalator,,Street To Mezzanine,OUTAGE,2017-03-28 04:58:50,FIXED,2017-03-28 08:28:44,0 days 03:29:54.000000000,241
Prospect Park,An elevator,Lincoln Road between Flatbush Avenue and Ocean Avenue,Street To Uptown Platform,FIXED,2017-03-14 16:58:22,,,,46
Queens Plz,An elevator,,Mezzanine To Uptown,OUTAGE,2017-03-25 01:48:27,FIXED,2017-03-30 20:48:33,5 days 19:00:06.000000000,305
Queens Plz,An elevator,Corner of Queens Plaza South and Jackson Avenue,Street To Mezzanine,FIXED,2017-03-14 20:48:35,,,,305
Queens Plz,An elevator,Corner of Queens Plaza South and Jackson Avenue,Street To Mezzanine,OUTAGE,2017-03-15 11:18:21,FIXED,2017-03-15 16:38:21,0 days 05:20:00.000000000,305
Queens Plz,An elevator,Corner of Queens Plaza South and Jackson Avenue,Street To Mezzanine,OUTAGE,2017-03-16 14:48:35,FIXED,2017-03-16 16:18:15,0 days 01:29:40.000000000,305
Queens Plz,An elevator,Corner of Queens Plaza South and Jackson Avenue,Street To Mezzanine,OUTAGE,2017-03-17 19:38:18,FIXED,2017-03-17 23:58:18,0 days 04:20:00.000000000,305
Queens Plz,An elevator,Corner of Queens Plaza South and Jackson Avenue,Street To Mezzanine,OUTAGE,2017-03-22 17:09:22,FIXED,2017-03-22 17:38:57,0 days 00:29:35.000000000,305
Queens Plz,An elevator,Corner of Queens Plaza South and Jackson Avenue,Street To Mezzanine,OUTAGE,2017-03-28 04:09:04,FIXED,2017-03-28 08:09:30,0 days 04:00:26.000000000,305
Queens Plz,An elevator,Corner of Queens Plaza South and Jackson Avenue,Street To Mezzanine,OUTAGE,2017-03-29 20:18:41,FIXED,2017-03-29 23:08:30,0 days 02:49:49.000000000,305
Queens Plz,An elevator,Corner of Queens Plaza South and Jackson Avenue,Street To Mezzanine,OUTAGE,2017-03-31 00:18:42,FIXED,2017-03-31 08:48:36,0 days 08:29:54.000000000,305
Rockaway Park - Beach 116 St,An elevator,,Unknown,FIXED,2017-03-15 18:18:27,,,,140
Roosevelt Island,An elevator,,Street To Downtown Platform,OUTAGE,2017-03-17 05:48:23,FIXED,2017-03-17 06:48:20,0 days 00:59:57.000000000,353
Roosevelt Island,An elevator,,Street To Downtown Platform,OUTAGE,2017-03-29 07:58:45,FIXED,2017-03-29 09:18:50,0 days 01:20:05.000000000,353
Roosevelt Island,An escalator,,Center Mezzanine To Street,OUTAGE,2017-03-18 09:18:21,FIXED,2017-03-18 10:18:48,0 days 01:00:27.000000000,353
Roosevelt Island,An escalator,,Center Mezzanine To Street,OUTAGE,2017-03-31 12:18:48,FIXED,2017-03-31 15:58:32,0 days 03:39:44.000000000,353
Roosevelt Island,An escalator,,Center Mezzanine To Street,OUTAGE,2017-04-01 14:28:50,,,,353
Roosevelt Island,An escalator,,Center Mezzanine To Upper Mezzanine,OUTAGE,2017-03-16 04:58:17,FIXED,2017-03-16 08:58:20,0 days 04:00:03.000000000,353
Roosevelt Island,An escalator,,Center Mezzanine To Upper Mezzanine,OUTAGE,2017-03-18 09:18:21,FIXED,2017-03-18 10:18:49,0 days 01:00:28.000000000,353
Roosevelt Island,An escalator,,Lower Mezzanine To Upper Mezzanine,OUTAGE,2017-03-15 00:28:15,FIXED,2017-03-15 03:48:29,0 days 03:20:14.000000000,353
Roosevelt Island,An escalator,,Lower Mezzanine To Upper Mezzanine,OUTAGE,2017-03-15 00:28:15,FIXED,2017-03-15 03:48:29,0 days 03:20:14.000000000,353
Roosevelt Island,An escalator,,Lower Mezzanine To Upper Mezzanine,OUTAGE,2017-03-17 05:48:23,FIXED,2017-03-17 06:38:34,0 days 00:50:11.000000000,353
Roosevelt Island,An escalator,,Lower Mezzanine To Upper Mezzanine,OUTAGE,2017-03-17 05:48:23,FIXED,2017-03-17 06:38:34,0 days 00:50:11.000000000,353
Roosevelt Island,An escalator,,Lower Mezzanine To Upper Mezzanine,OUTAGE,2017-03-18 09:18:22,FIXED,2017-03-18 10:18:49,0 days 01:00:27.000000000,353
Roosevelt Island,An escalator,,Lower Mezzanine To Upper Mezzanine,OUTAGE,2017-03-18 09:18:22,FIXED,2017-03-18 10:18:49,0 days 01:00:27.000000000,353
Roosevelt Island,An escalator,,Lower Mezzanine To Upper Mezzanine,OUTAGE,2017-03-20 19:28:49,FIXED,2017-03-20 22:28:48,0 days 02:59:59.000000000,353
Roosevelt Island,An escalator,,Lower Mezzanine To Upper Mezzanine,OUTAGE,2017-03-20 19:28:49,FIXED,2017-03-20 22:28:48,0 days 02:59:59.000000000,353
Roosevelt Island,An escalator,,Lower Mezzanine To Upper Mezzanine,OUTAGE,2017-03-22 12:38:25,FIXED,2017-03-22 14:38:25,0 days 02:00:00.000000000,353
Roosevelt Island,An escalator,,Lower Mezzanine To Upper Mezzanine,OUTAGE,2017-03-22 12:38:25,FIXED,2017-03-22 14:38:25,0 days 02:00:00.000000000,353
Roosevelt Island,An escalator,,Lower Mezzanine To Upper Mezzanine,OUTAGE,2017-03-24 20:58:19,FIXED,2017-03-25 00:28:30,0 days 03:30:11.000000000,353
Roosevelt Island,An escalator,,Lower Mezzanine To Upper Mezzanine,OUTAGE,2017-03-24 20:58:19,FIXED,2017-03-25 00:28:30,0 days 03:30:11.000000000,353
Roosevelt Island,An escalator,,Lower Mezzanine To Upper Mezzanine,OUTAGE,2017-03-25 18:58:48,FIXED,2017-03-25 20:28:26,0 days 01:29:38.000000000,353
Roosevelt Island,An escalator,,Lower Mezzanine To Upper Mezzanine,OUTAGE,2017-03-25 18:58:48,FIXED,2017-03-25 20:28:26,0 days 01:29:38.000000000,353
Roosevelt Island,An escalator,,Lower Mezzanine To Upper Mezzanine,OUTAGE,2017-03-27 16:18:28,FIXED,2017-03-27 18:58:32,0 days 02:40:04.000000000,353
Roosevelt Island,An escalator,,Lower Mezzanine To Upper Mezzanine,OUTAGE,2017-03-27 16:18:28,FIXED,2017-03-27 18:58:32,0 days 02:40:04.000000000,353
Roosevelt Island,An escalator,,Lower Mezzanine To Upper Mezzanine,OUTAGE,2017-03-28 04:58:50,,,,353
Roosevelt Island,An escalator,,Lower Mezzanine To Upper Mezzanine,OUTAGE,2017-03-28 04:58:50,,,,353
Roosevelt Island,An escalator,,Lower Mezzanine To Upper Mezzanine,OUTAGE,2017-03-28 22:48:47,FIXED,2017-03-29 00:38:41,0 days 01:49:54.000000000,353
Roosevelt Island,An escalator,,Lower Mezzanine To Upper Mezzanine,OUTAGE,2017-03-28 22:48:47,FIXED,2017-03-29 00:38:41,0 days 01:49:54.000000000,353
Roosevelt Island,An escalator,,Lower Mezzanine To Upper Mezzanine,OUTAGE,2017-03-31 12:48:54,FIXED,2017-03-31 15:58:32,0 days 03:09:38.000000000,353
Roosevelt Island,An escalator,,Lower Mezzanine To Upper Mezzanine,OUTAGE,2017-03-31 12:48:54,FIXED,2017-03-31 15:58:32,0 days 03:09:38.000000000,353
Roosevelt Island,An escalator,,Lower Mezzanine To Upper Mezzanine,OUTAGE,2017-04-01 05:08:30,FIXED,2017-04-01 05:38:35,0 days 00:30:05.000000000,353
Roosevelt Island,An escalator,,Lower Mezzanine To Upper Mezzanine,OUTAGE,2017-04-01 05:08:30,FIXED,2017-04-01 05:38:35,0 days 00:30:05.000000000,353
Roosevelt Island,An escalator,,Northbound Platform To Lower Mezzanine,OUTAGE,2017-03-16 23:58:24,FIXED,2017-03-17 00:48:32,0 days 00:50:08.000000000,353
Roosevelt Island,An escalator,,Northbound Platform To Lower Mezzanine,OUTAGE,2017-03-16 23:58:24,FIXED,2017-03-17 00:48:32,0 days 00:50:08.000000000,353
Roosevelt Island,An escalator,,Northbound Platform To Lower Mezzanine,OUTAGE,2017-03-18 04:18:25,FIXED,2017-03-18 06:08:38,0 days 01:50:13.000000000,353
Roosevelt Island,An escalator,,Northbound Platform To Lower Mezzanine,OUTAGE,2017-03-18 04:18:25,FIXED,2017-03-18 06:08:38,0 days 01:50:13.000000000,353
Roosevelt Island,An escalator,,Northbound Platform To Lower Mezzanine,OUTAGE,2017-03-21 03:48:36,FIXED,2017-03-21 04:58:44,0 days 01:10:08.000000000,353
Roosevelt Island,An escalator,,Northbound Platform To Lower Mezzanine,OUTAGE,2017-03-21 03:48:36,FIXED,2017-03-21 04:58:44,0 days 01:10:08.000000000,353
Roosevelt Island,An escalator,,Northbound Platform To Lower Mezzanine,OUTAGE,2017-03-22 00:48:22,FIXED,2017-03-22 05:48:48,0 days 05:00:26.000000000,353
