"station","borough","equipmenttype","serving","ADA","line"
"West 4 St - Washington Sq","MN","EL","MIDDLE MEZZANINE TO DOWNTOWN PLATFORMS","Y","F"
"West 4 St - Washington Sq","MN","EL","MIDDLE MEZZANINE TO UPTOWN PLATFORMS","Y","F"
"West 4 St - Washington Sq","MN","ES","NORTHBOUND LL PLATFORM TO NORTHBOUND UL PLATFORM","N","F"
"West 4 St - Washington Sq","MN","ES","SOUTHBOUND LL PLATFORM TO SOUTHBOUND UL PLATFORM","N","F"
"West 4 St - Washington Sq","MN","EL","STREET TO MEZZANINE","Y","F"
"34 St - Herald Sq","MN","ES","MALL LANDING TO STREET","N","R"
"34 St - Herald Sq","MN","ES","MALL LANDING TO STREET","N","R"
"34 St - Herald Sq","MN","ES","MEZZANINE AND UPTOWN","N","R"
"34 St - Herald Sq","MN","EL","MEZZANINE TO DOWNTOWN","Y","R"
"34 St - Herald Sq","MN","EL","MEZZANINE TO DOWNTOWN","Y","R"
"34 St - Herald Sq","MN","ES","MEZZANINE TO MALL LANDING","N","R"
"34 St - Herald Sq","MN","ES","MEZZANINE TO MALL LANDING","N","R"
"34 St - Herald Sq","MN","EL","MEZZANINE TO UPTOWN","Y","R"
"34 St - Herald Sq","MN","EL","MEZZANINE TO UPTOWN","Y","R"
"34 St - Herald Sq","MN","ES","NORTHBOUND PLATFORM TO MEZZANINE","N","R"
"34 St - Herald Sq","MN","ES","NORTHBOUND PLATFORM TO MEZZANINE","N","R"
"34 St - Herald Sq","MN","ES","NORTHBOUND PLATFORM TO MEZZANINE","N","R"
"34 St - Herald Sq","MN","ES","SOUTHBOUND PLATFORM TO MEZZANINE","N","R"
"34 St - Herald Sq","MN","ES","SOUTHBOUND PLATFORM TO MEZZANINE","N","R"
"34 St - Herald Sq","MN","ES","SOUTHBOUND PLATFORM TO MEZZANINE","N","R"
"34 St - Herald Sq","MN","ES","SOUTHBOUND PLATFORM TO MEZZANINE","N","R"
"34 St - Herald Sq","MN","EL","STREET TO MEZZANINE","Y","R"
"34 St - Herald Sq","MN","EL","STREET TO PATH TRAIN","N","R"
"Atlantic Av-Barclays Ctr","BKN","ES","LOWER MEZZANINE TO STREET","N","LIRR"
"Atlantic Av-Barclays Ctr","BKN","ES","LOWER MEZZANINE TO UPPER MEZZANINE","N","LIRR"
"Atlantic Av-Barclays Ctr","BKN","EL","MEZZANINE TO 4, 5 PLATFORM","Y","LIRR"
"Atlantic Av-Barclays Ctr","BKN","EL","MEZZANINE TO DOWNTOWN 2,3 PLATFORM","Y","LIRR"
"Atlantic Av-Barclays Ctr","BKN","EL","MIDDLE MEZZANINE TO B,Q PLATFORM","Y","LIRR"
"Atlantic Av-Barclays Ctr","BKN","EL","STREET TO LIRR TERMINAL/NYCT 2/3 TRAINS NORTHBOUND","Y","LIRR"
"Atlantic Av-Barclays Ctr","BKN","EL","STREET TO LIRR TERMINAL/NYCT 2/3 TRAINS NORTHBOUND","Y","LIRR"
"Atlantic Av-Barclays Ctr","BKN","EL","STREET TO MEZZANINE","Y","LIRR"
"Atlantic Av-Barclays Ctr","BKN","ES","STREET TO MEZZANINE","N","LIRR"
"Atlantic Av-Barclays Ctr","BKN","EL","UPTOWN 2, 3 PLATFORM TO MEZZANINE","Y","LIRR"
"Fulton St","MN","EL","CENTER ISLAND LOWER PLATFORM TO MEZZANINE","Y","4"
"Fulton St","MN","EL","CORBIN BUILDING","Y","4"
"Fulton St","MN","EL","CORBIN BUILDING","Y","4"
"Fulton St","MN","ES","CORBIN BUILDING","N","4"
"Fulton St","MN","ES","CORBIN BUILDING","N","4"
"Fulton St","MN","EL","CORTLANDT ST R LINE","Y","4"
"Fulton St","MN","EL","LOWER MEZZANINE TO PLATFORM","Y","4"
"Fulton St","MN","ES","LOWER MEZZANINE TO SOUTHBOUND PLATFORM","N","4"
"Fulton St","MN","ES","LOWER MEZZANINE TO UPPER MEZZANINE","N","4"
"Fulton St","MN","ES","LOWER MEZZANINE TO UPPER MEZZANINE","N","4"
"Fulton St","MN","EL","PLATFORM TO LOWER MEZZANINE","Y","4"
"Fulton St","MN","EL","TRANSIT CENTER","Y","4"
"Fulton St","MN","EL","TRANSIT CENTER","Y","4"
"Fulton St","MN","ES","TRANSIT CENTER","N","4"
"Fulton St","MN","ES","TRANSIT CENTER","N","4"
"Fulton St","MN","ES","TRANSIT CENTER","N","4"
"Fulton St","MN","EL","TRANSIT CENTER","N","4"
"Fulton St","MN","EL","TRANSIT CENTER","Y","4"
"Fulton St","MN","ES","TRANSIT CENTER","N","4"
"Fulton St","MN","ES","TRANSIT CENTER","N","4"
"Fulton St","MN","EL","TRANSIT CENTER","Y","4"
"Fulton St","MN","EL","TRANSIT CENTER","Y","4"
"Times Sq - 42 St","MN","ES","CENTER ISLAND PLATFORM TO MEZZANINE (41 ST / 7 AVE)","N","2"
"Times Sq - 42 St","MN","ES","CENTER ISLAND PLATFORM TO MEZZANINE (41 ST / 7 AVE)","N","2"
"Times Sq - 42 St","MN","ES","CENTER ISLAND PLATFORM TO MEZZANINE (41 ST / BWAY)","N","2"
"Times Sq - 42 St","MN","EL","MEZZANINE AND UPTOWN 1,2,3 TRAINS PLATFORM","Y","2"
"Times Sq - 42 St","MN","EL","MEZZANINE TO DOWNTOWN","Y","2"
"Times Sq - 42 St","MN","EL","MEZZANINE TO DOWNTOWN PLATFORM & 7 PLATFORM","Y","2"
"Times Sq - 42 St","MN","EL","MEZZANINE TO UPTOWN","Y","2"
"Times Sq - 42 St","MN","ES","STREET TO MEZZANINE ALL TRAINS","N","2"
"Times Sq - 42 St","MN","ES","STREET TO MEZZANINE ALL TRAINS","N","2"
"Times Sq - 42 St","MN","ES","STREET TO MEZZANINE ALL TRAINS","N","2"
"Times Sq - 42 St","MN","EL","STREET TO MEZZANINE ALL TRAINS","N","2"
"Times Sq - 42 St","MN","ES","STREET TO MEZZANINE ALL TRAINS","N","2"
"West 4 St - Washington Sq","MN","EL","MIDDLE MEZZANINE TO DOWNTOWN PLATFORMS","Y","M"
"West 4 St - Washington Sq","MN","EL","MIDDLE MEZZANINE TO UPTOWN PLATFORMS","Y","M"
"West 4 St - Washington Sq","MN","ES","NORTHBOUND LL PLATFORM TO NORTHBOUND UL PLATFORM","N","M"
"West 4 St - Washington Sq","MN","ES","SOUTHBOUND LL PLATFORM TO SOUTHBOUND UL PLATFORM","N","M"
"West 4 St - Washington Sq","MN","EL","STREET TO MEZZANINE","Y","M"
"34 St - Herald Sq","MN","ES","MALL LANDING TO STREET","N","W"
"34 St - Herald Sq","MN","ES","MALL LANDING TO STREET","N","W"
"34 St - Herald Sq","MN","ES","MEZZANINE AND UPTOWN","N","W"
"34 St - Herald Sq","MN","EL","MEZZANINE TO DOWNTOWN","Y","W"
"34 St - Herald Sq","MN","EL","MEZZANINE TO DOWNTOWN","Y","W"
"34 St - Herald Sq","MN","ES","MEZZANINE TO MALL LANDING","N","W"
"34 St - Herald Sq","MN","ES","MEZZANINE TO MALL LANDING","N","W"
"34 St - Herald Sq","MN","EL","MEZZANINE TO UPTOWN","Y","W"
"34 St - Herald Sq","MN","EL","MEZZANINE TO UPTOWN","Y","W"
"34 St - Herald Sq","MN","ES","NORTHBOUND PLATFORM TO MEZZANINE","N","W"
"34 St - Herald Sq","MN","ES","NORTHBOUND PLATFORM TO MEZZANINE","N","W"
"34 St - Herald Sq","MN","ES","NORTHBOUND PLATFORM TO MEZZANINE","N","W"
"34 St - Herald Sq","MN","ES","SOUTHBOUND PLATFORM TO MEZZANINE","N","W"
"34 St - Herald Sq","MN","ES","SOUTHBOUND PLATFORM TO MEZZANINE","N","W"
"34 St - Herald Sq","MN","ES","SOUTHBOUND PLATFORM TO MEZZANINE","N","W"
"34 St - Herald Sq","MN","ES","SOUTHBOUND PLATFORM TO MEZZANINE","N","W"
"34 St - Herald Sq","MN","EL","STREET TO MEZZANINE","Y","W"
"34 St - Herald Sq","MN","EL","STREET TO PATH TRAIN","N","W"
"Fulton St","MN","EL","CENTER ISLAND LOWER PLATFORM TO MEZZANINE","Y","5"
"Fulton St","MN","EL","CORBIN BUILDING","Y","5"
"Fulton St","MN","EL","CORBIN BUILDING","Y","5"
"Fulton St","MN","ES","CORBIN BUILDING","N","5"
"Fulton St","MN","ES","CORBIN BUILDING","N","5"
"Fulton St","MN","EL","CORTLANDT ST R LINE","Y","5"
"Fulton St","MN","EL","LOWER MEZZANINE TO PLATFORM","Y","5"
"Fulton St","MN","ES","LOWER MEZZANINE TO SOUTHBOUND PLATFORM","N","5"
"Fulton St","MN","ES","LOWER MEZZANINE TO UPPER MEZZANINE","N","5"
"Fulton St","MN","ES","LOWER MEZZANINE TO UPPER MEZZANINE","N","5"
"Fulton St","MN","EL","PLATFORM TO LOWER MEZZANINE","Y","5"
"Fulton St","MN","EL","TRANSIT CENTER","Y","5"
"Fulton St","MN","EL","TRANSIT CENTER","Y","5"
"Fulton St","MN","ES","TRANSIT CENTER","N","5"
"Fulton St","MN","ES","TRANSIT CENTER","N","5"
"Fulton St","MN","ES","TRANSIT CENTER","N","5"
"Fulton St","MN","EL","TRANSIT CENTER","N","5"
"Fulton St","MN","EL","TRANSIT CENTER","Y","5"
"Fulton St","MN","ES","TRANSIT CENTER","N","5"
"Fulton St","MN","ES","TRANSIT CENTER","N","5"
"Fulton St","MN","EL","TRANSIT CENTER","Y","5"
"Fulton St","MN","EL","TRANSIT CENTER","Y","5"
"Times Sq - 42 St","MN","ES","CENTER ISLAND PLATFORM TO MEZZANINE (41 ST / 7 AVE)","N","3"
"Times Sq - 42 St","MN","ES","CENTER ISLAND PLATFORM TO MEZZANINE (41 ST / 7 AVE)","N","3"
"Times Sq - 42 St","MN","ES","CENTER ISLAND PLATFORM TO MEZZANINE (41 ST / BWAY)","N","3"
"Times Sq - 42 St","MN","EL","MEZZANINE AND UPTOWN 1,2,3 TRAINS PLATFORM","Y","3"
"Times Sq - 42 St","MN","EL","MEZZANINE TO DOWNTOWN","Y","3"
"Times Sq - 42 St","MN","EL","MEZZANINE TO DOWNTOWN PLATFORM & 7 PLATFORM","Y","3"
"Times Sq - 42 St","MN","EL","MEZZANINE TO UPTOWN","Y","3"
"Times Sq - 42 St","MN","ES","STREET TO MEZZANINE ALL TRAINS","N","3"
"Times Sq - 42 St","MN","ES","STREET TO MEZZANINE ALL TRAINS","N","3"
"Times Sq - 42 St","MN","ES","STREET TO MEZZANINE ALL TRAINS","N","3"
"Times Sq - 42 St","MN","EL","STREET TO MEZZANINE ALL TRAINS","N","3"
"Times Sq - 42 St","MN","ES","STREET TO MEZZANINE ALL TRAINS","N","3"
"Times Sq - 42 St","MN","ES","CENTER ISLAND PLATFORM TO MEZZANINE (41 ST / 7 AVE)","N","7"
"Times Sq - 42 St","MN","ES","CENTER ISLAND PLATFORM TO MEZZANINE (41 ST / 7 AVE)","N","7"
"Times Sq - 42 St","MN","ES","CENTER ISLAND PLATFORM TO MEZZANINE (41 ST / BWAY)","N","7"
"Times Sq - 42 St","MN","EL","MEZZANINE AND UPTOWN 1,2,3 TRAINS PLATFORM","Y","7"
"Times Sq - 42 St","MN","EL","MEZZANINE TO DOWNTOWN","Y","7"
"Times Sq - 42 St","MN","EL","MEZZANINE TO DOWNTOWN PLATFORM & 7 PLATFORM","Y","7"
"Times Sq - 42 St","MN","EL","MEZZANINE TO UPTOWN","Y","7"
"Times Sq - 42 St","MN","ES","STREET TO MEZZANINE ALL TRAINS","N","7"
"Times Sq - 42 St","MN","ES","STREET TO MEZZANINE ALL TRAINS","N","7"
"Times Sq - 42 St","MN","ES","STREET TO MEZZANINE ALL TRAINS","N","7"
"Times Sq - 42 St","MN","EL","STREET TO MEZZANINE ALL TRAINS","N","7"
"Times Sq - 42 St","MN","ES","STREET TO MEZZANINE ALL TRAINS","N","7"
"125 St","MN","EL","MEZZANINE AND DOWNTOWN","Y","EL143"
"125 St","MN","EL","MEZZANINE AND UPTOWN","Y","EL144"
"125 St","MN","EL","MEZZANINE TO UPTOWN AND DOWNTOWN PLATFORMS","Y","EL126"
"125 St","MN","ES","STREET TO MEZZANINE","N","ES101"
"125 St","MN","ES","STREET TO MEZZANINE","N","ES103"
"125 St","MN","EL","STREET TO MEZZANINE","Y","EL125"
"125 St","MN","EL","STREET TO MEZZANINE","Y","EL142"
"125 St","MN","ES","STREET TO MEZZANINE","N","ES102"
"135 St","MN","EL","STREET TO MEZZANINE & UPTOWN PLATFORM","Y","EL180"
"135 St","MN","EL","STREET TO MEZZANINE AND DOWNTOWN PLATFORM","Y","EL181"
"14 St","MN","EL","MEZZANINE TO DOWNTOWN A,C&E PLATFORM","Y","EL222"
"14 St","MN","EL","MEZZANINE TO L PLATFORM","Y","EL218"
"14 St","MN","EL","MEZZANINE TO UPTOWN A,C&E PLATFORM","Y","EL223"
"14 St","MN","EL","STREET TO MEZZANINE","Y","EL221"
"14 St - Union Sq","MN","EL","MEZZANINE TO DOWNTOWN PLATFORM(N&R)","Y","EL220"
"14 St - Union Sq","MN","EL","MEZZANINE TO UPTOWN PLATFORM N,Q,R","Y","EL219"
"14 St - Union Sq","MN","EL","STREET TO MEZZANINE","Y","EL217"
"14 St - Union Sq","MN","ES","STREET TO MEZZANINE ALL TRAINS","N","ES258X"
"14 St - Union Sq","MN","ES","STREET TO MEZZANINE ALL TRAINS","N","ES257X"
"145 St","MN","ES","NORTHBOUND LL PLATFORM TO UPPER MEZZANINE","N","ES116"
"145 St","MN","ES","NORTHBOUND LL PLATFORM TO UPPER MEZZANINE","N","ES115"
"149 St - 3 Av","BX","EL","STREET TO DOWNTOWN PLATFORM","Y","EL130"
"149 St - 3 Av","BX","EL","STREET TO UPTOWN PLATFORM","Y","EL129"
"161 St - Yankee Stadium","BX","ES","LOWER MEZZANINE TO UPPER MEZZANINE","N","ES113"
"161 St - Yankee Stadium","BX","ES","LOWER MEZZANINE TO UPPER MEZZANINE","N","ES114"
"161 St - Yankee Stadium","BX","EL","MEZZANINE TO DOWNTOWN B, D","Y","EL134"
"161 St - Yankee Stadium","BX","EL","MEZZANINE TO UPTOWN B, D","Y","EL135"
"161 St - Yankee Stadium","BX","EL","MEZZANINES TO  UPTOWN 4 PLATFORM","Y","EL132"
"161 St - Yankee Stadium","BX","EL","MEZZANINES TO DOWNTOWN 4 PLATFORM","Y","EL133"
"161 St - Yankee Stadium","BX","EL","STREET TO MEZZANINE","Y","EL131"
"168 St","MN","EL","LOWER MEZZANINE TO UPPER MEZZANINE","N","EL113"
"168 St","MN","EL","LOWER MEZZANINE TO UPPER MEZZANINE","N","EL114"
"168 St","MN","EL","LOWER MEZZANINE TO UPPER MEZZANINE","N","EL111"
"168 St","MN","EL","LOWER MEZZANINE TO UPPER MEZZANINE","N","EL112"
"168 St","MN","EL","MEZZANINE AND UPTOWN","Y","EL141"
"168 St","MN","EL","MEZZANINE TO DOWNTOWN","Y","EL140"
"168 St","MN","EL","STREET TO MEZZANINE","Y","EL139"
"175 St","MN","EL","MEZZANINE TO PLATFORM","Y","EL124"
"175 St","MN","EL","STREET TO MEZZANINE","Y","EL123"
"179 St - Jamaica","QNS","EL","MEZZANINE TO PLATFORM","Y","EL433"
"179 St - Jamaica","QNS","EL","MEZZANINE TO PLATFORM","Y","EL432"
"179 St - Jamaica","QNS","EL","STREET TO MEZZANINE","Y","EL431"
"181 St","MN","EL","LOWER MEZZANINE TO STREET","N","EL118"
"181 St","MN","EL","LOWER MEZZANINE TO STREET","N","EL117"
"181 St","MN","EL","LOWER MEZZANINE TO STREET","N","EL119"
"181 St","MN","ES","LOWER MEZZANINE TO UPPER MEZZANINE","N","ES119"
"181 St","MN","EL","LOWER MEZZANINE TO UPPER MEZZANINE","N","EL109"
"181 St","MN","ES","LOWER MEZZANINE TO UPPER MEZZANINE","N","ES118"
"181 St","MN","EL","LOWER MEZZANINE TO UPPER MEZZANINE","N","EL107"
"181 St","MN","EL","LOWER MEZZANINE TO UPPER MEZZANINE","N","EL110"
"181 St","MN","ES","LOWER MEZZANINE TO UPPER MEZZANINE","N","ES117"
"181 St","MN","EL","LOWER MEZZANINE TO UPPER MEZZANINE","N","EL108"
"190 St","MN","EL","LOWER MEZZANINE TO STREET","N","EL116"
"190 St","MN","EL","LOWER MEZZANINE TO STREET","N","EL115"
"190 St","MN","EL","LOWER MEZZANINE TO STREET","N","EL120"
"191 St","MN","EL","LOWER MEZZANINE TO UPPER MEZZANINE","N","EL106"
"191 St","MN","EL","LOWER MEZZANINE TO UPPER MEZZANINE","N","EL105"
"191 St","MN","EL","STREET TO MEZZANINE / MEZZANINE TO PLATFORM","N","EL103"
"191 St","MN","EL","STREET TO MEZZANINE / MEZZANINE TO PLATFORM","N","EL104"
"205 St - Norwood","BX","ES","CENTER ISLAND PLATFORM TO MEZZANINE","N","ES112"
"207 St - Inwood","MN","EL","MEZZANINE TO PLATFORM","Y","EL149"
"207 St - Inwood","MN","EL","STREET TO MEZZANINE","Y","EL148"
"21 St - Queensbridge","QNS","EL","MEZZANINE TO DOWNTOWN","Y","EL406"
"21 St - Queensbridge","QNS","ES","MEZZANINE TO STREET","N","ES421"
"21 St - Queensbridge","QNS","ES","MEZZANINE TO STREET","N","ES422"
"21 St - Queensbridge","QNS","EL","MEZZANINE TO UPTOWN","Y","EL407"
"21 St - Queensbridge","QNS","ES","NORTHBOUND PLATFORM TO MEZZANINE","N","ES426"
"21 St - Queensbridge","QNS","ES","NORTHBOUND PLATFORM TO MEZZANINE","N","ES425"
"21 St - Queensbridge","QNS","ES","SOUTHBOUND PLATFORM TO MEZZANINE","N","ES424"
"21 St - Queensbridge","QNS","ES","SOUTHBOUND PLATFORM TO MEZZANINE","N","ES423"
"21 St - Queensbridge","QNS","EL","STREET TO MEZZANINE","Y","EL405"
"23 St","MN","EL","NORTHBOUND PLATFORM TO STREET","Y","EL298"
"23 St","MN","EL","SOUTHBOUND PLATFORM TO STREET","Y","EL299"
"231 St","BX","EL","STREET TO MEZZANINE & UPTOWN PLATFORM","Y","EL185"
"231 St","BX","EL","STREET TO MEZZANINE AND DOWNTOWN PLATFORM","Y","EL184"
"233 St","BX","EL","MEZZANINE TO PLATFORM","Y","EL194"
"233 St","BX","EL","MEZZANINE TO UPTOWN","Y","EL193"
"233 St","BX","EL","STREET TO MEZZANINE","Y","EL192"
"28 St","MN","EL","STREET TO MEZZANINE","N","EL279X"
"34 St - Herald Sq","MN","ES","MALL LANDING TO STREET","N","ES221"
"34 St - Herald Sq","MN","ES","MALL LANDING TO STREET","N","ES222"
"34 St - Herald Sq","MN","ES","MEZZANINE AND UPTOWN","N","ES233"
"34 St - Herald Sq","MN","EL","MEZZANINE TO DOWNTOWN","Y","EL211"
"34 St - Herald Sq","MN","EL","MEZZANINE TO DOWNTOWN","Y","EL209"
"34 St - Herald Sq","MN","ES","MEZZANINE TO MALL LANDING","N","ES224"
"34 St - Herald Sq","MN","ES","MEZZANINE TO MALL LANDING","N","ES223"
"34 St - Herald Sq","MN","EL","MEZZANINE TO UPTOWN","Y","EL210"
"34 St - Herald Sq","MN","EL","MEZZANINE TO UPTOWN","Y","EL212"
"34 St - Herald Sq","MN","ES","NORTHBOUND PLATFORM TO MEZZANINE","N","ES230"
"34 St - Herald Sq","MN","ES","NORTHBOUND PLATFORM TO MEZZANINE","N","ES229"
"34 St - Herald Sq","MN","ES","NORTHBOUND PLATFORM TO MEZZANINE","N","ES234"
"34 St - Herald Sq","MN","ES","SOUTHBOUND PLATFORM TO MEZZANINE","N","ES232"
"34 St - Herald Sq","MN","ES","SOUTHBOUND PLATFORM TO MEZZANINE","N","ES236"
"34 St - Herald Sq","MN","ES","SOUTHBOUND PLATFORM TO MEZZANINE","N","ES235"
"34 St - Herald Sq","MN","ES","SOUTHBOUND PLATFORM TO MEZZANINE","N","ES231"
"34 St - Herald Sq","MN","EL","STREET TO MEZZANINE","Y","EL213"
"34 St - Herald Sq","MN","EL","STREET TO PATH TRAIN","N","EL200X"
"34 St - Hudson Yards","MN","ES","LOWER MEZZANINE TO UPPER MEZZANINE","N","ES623"
"34 St - Hudson Yards","MN","EL","LOWER MEZZANINE TO UPPER MEZZANINE","Y","EL601"
"34 St - Hudson Yards","MN","EL","LOWER MEZZANINE TO UPPER MEZZANINE","Y","EL602"
"34 St - Hudson Yards","MN","ES","LOWER MEZZANINE TO UPPER MEZZANINE","N","ES624"
"34 St - Hudson Yards","MN","ES","LOWER MEZZANINE TO UPPER MEZZANINE","N","ES621"
"34 St - Hudson Yards","MN","ES","LOWER MEZZANINE TO UPPER MEZZANINE","N","ES625"
"34 St - Hudson Yards","MN","ES","LOWER MEZZANINE TO UPPER MEZZANINE","N","ES622"
"34 St - Hudson Yards","MN","EL","PLATFORM TO LOWER MEZZANINE","Y","EL600"
"34 St - Hudson Yards","MN","ES","UPPER MEZZANINE TO STREET","N","ES627"
"34 St - Hudson Yards","MN","ES","UPPER MEZZANINE TO STREET","N","ES626"
"34 St - Hudson Yards","MN","ES","UPPER MEZZANINE TO STREET","N","ES629"
"34 St - Hudson Yards","MN","ES","UPPER MEZZANINE TO STREET","N","ES628"
"34 St - Hudson Yards","MN","EL","UPPER MEZZANINE TO STREET","Y","EL603"
"34 St - Penn","MN","EL","MEZZANINE TO DOWNTOWN LOCAL PLATFORM","Y","EL216"
"34 St - Penn","MN","EL","MEZZANINE TO DOWNTOWN LOCAL PLATFORM","Y","EL228"
"34 St - Penn","MN","EL","MEZZANINE TO EXPRESS PLATFORM","Y","EL227"
"34 St - Penn","MN","EL","MEZZANINE TO EXPRESS PLATFORM","Y","EL215"
"34 St - Penn","MN","EL","MEZZANINE TO UPTOWN LOCAL PLATFORM","Y","EL214"
"34 St - Penn","MN","EL","STREET TO UPTOWN LOCAL PLATFORM","Y","EL225"
"34 St - Penn","MN","EL","UPTOWN LOCAL PLATFORM TO LOWER MEZZANINE","Y","EL226"
"42 St - Bryant Park","MN","EL","LOWER MEZZANINE TO NORTHBOUND PLATFORM","Y","EL237X"
"42 St - Bryant Park","MN","EL","NW Corner of 39th & 6th","N","EL295X"
"42 St - Bryant Park","MN","EL","STREET TO MEZZANINE","N","EL287X"
"42 St - Bryant Park","MN","EL","SW Corner of 42nd & 6th","N","EL294X"
"42 St - Grand Central","MN","ES","CENTER ISLAND PLATFORM TO LOWER MEZZANINE (WEST END)","N","ES207"
"42 St - Grand Central","MN","ES","CENTER ISLAND PLATFORM TO LOWER MEZZANINE (WEST END)","N","ES209"
"42 St - Grand Central","MN","ES","LOWER MEZZANINE TO STREET (3RD AVE)","N","ES203"
"42 St - Grand Central","MN","ES","LOWER MEZZANINE TO STREET (3RD AVE)","N","ES204"
"42 St - Grand Central","MN","ES","LOWER MEZZANINE TO UPPER MEZZANINE (BOWERY)","N","ES206"
"42 St - Grand Central","MN","ES","LOWER MEZZANINE TO UPPER MEZZANINE (BOWERY)","N","ES205"
"42 St - Grand Central","MN","ES","LOWER MEZZANINE TO UPPER MEZZANINE (WEST END)","N","ES210"
"42 St - Grand Central","MN","ES","LOWER MEZZANINE TO UPPER MEZZANINE (WEST END)","N","ES208"
"42 St - Grand Central","MN","EL","MEZZANINE TO 7 PLATFORM","Y","EL244"
"42 St - Grand Central","MN","EL","MEZZANINE TO DOWNTOWN 4,5,6 PLATFORM","Y","EL205"
"42 St - Grand Central","MN","EL","MEZZANINE TO UPTOWN 4,5,6 PLATFORM","Y","EL206"
"42 St - Grand Central","MN","EL","STREET TO TERMINAL/MEZZANINE","Y","EL204"
"42 St - Grand Central","MN","ES","UNASSIGNED","N","ES608X"
"42 St - Grand Central","MN","ES","UNASSIGNED","N","ES609X"
"42 St - Grand Central","MN","ES","UNASSIGNED","N","ES610X"
"42 St - Grand Central","MN","ES","UPPER MEZZANINE TO STREET (GC TERMINAL)","N","ES256"
"42 St - Grand Central","MN","ES","UPPER MEZZANINE TO STREET (GC TERMINAL)","N","ES255"
"42 St - Port Authority Bus Terminal","MN","EL","BUS TERMINAL TO LOWER MEZZANINE","Y","EL289X"
"42 St - Port Authority Bus Terminal","MN","EL","BUS TERMINAL TO LOWER MEZZANINE","Y","EL288X"
"42 St - Port Authority Bus Terminal","MN","EL","INTERMEDIATE LANDING TO MEZZANINE","Y","EL290X"
"42 St - Port Authority Bus Terminal","MN","ES","LOWER MEZZANINE TO UPPER MEZZANINE","N","ES606X"
"42 St - Port Authority Bus Terminal","MN","ES","MEZZANINE TO STREET","N","ES607X"
"42 St - Port Authority Bus Terminal","MN","EL","STREET TO INTERMEDIATE LANDING","Y","EL291X"
"47-50 St - Rockefeller Ctr","MN","EL","MEZZANINE TO DOWNTOWN","Y","EL236"
"47-50 St - Rockefeller Ctr","MN","EL","MEZZANINE TO UPTOWN","Y","EL235"
"47-50 St - Rockefeller Ctr","MN","EL","STREET TO MEZZANINE","Y","EL234"
"49 St","MN","EL","STREET TO MEZZANINE","Y","EL268X"
"5 Av / 53 St","MN","ES","SOUTHBOUND PLATFORM TO MEZZANINE","N","ES239"
"5 Av / 53 St","MN","ES","SOUTHBOUND PLATFORM TO MEZZANINE","N","ES240"
"5 Av / 53 St","MN","ES","SOUTHBOUND PLATFORM TO MEZZANINE (MADISON AVE)","N","ES241"
"5 Av / 53 St","MN","ES","SOUTHBOUND PLATFORM TO MEZZANINE (MADISON AVE)","N","ES242"
"50 St","MN","ES","MEZZANINE TO E TRAIN PLATFORM","N","ES264X"
"50 St","MN","EL","PLAZA TO DOWNTOWN PLATFORMS","Y","EL208X"
"50 St","MN","EL","STREET TO MEZZANINE","Y","EL207X"
"50 St","MN","ES","STREET TO MEZZANINE","N","ES263X"
"51 St","MN","ES","MEZZANINE TO PLATFORM","N","ES252"
"57 St - 7 Av","MN","EL","MEZZANINE TO STREET","N","EL281"
"59 St","MN","ES","NORTHBOUND EXPRESS PLATFORM TO NORTHBOUND LOCAL PLATFORM","N","ES213"
"59 St","MN","ES","NORTHBOUND EXPRESS PLATFORM TO NORTHBOUND LOCAL PLATFORM","N","ES211"
"59 St","MN","ES","SOUTHBOUND EXPRESS PLATFORM TO SOUTHBOUND LOCAL PLATFORM","N","ES214"
"59 St","MN","ES","SOUTHBOUND EXPRESS PLATFORM TO SOUTHBOUND LOCAL PLATFORM","N","ES212"
"59 St - Columbus Cir","MN","EL","MEZZANINE AND DOWNTOWN","Y","EL277"
"59 St - Columbus Cir","MN","EL","MEZZANINE AND UPTOWN","Y","EL279"
"59 St - Columbus Cir","MN","EL","MEZZANINE AND UPTOWN","Y","EL278"
"59 St - Columbus Cir","MN","EL","STREET TO MEZZANINE ALL TRAINS","Y","EL276X"
"59 St - Columbus Cir","MN","EL","STREET TO MEZZANINE AND UPTOWN 1 PLATFORM","Y","EL280"
"599 Lexington Av","MN","ES","MEZZANINE TO UNDERPASS 6 TRAIN DOWNTOWN","N","ES253X"
"61 St - Woodside","QNS","EL","MEZZANINE TO DOWNTOWN","Y","EL416X"
"61 St - Woodside","QNS","EL","MEZZANINE TO LIRR PLATFORM B","N","EL418X"
"61 St - Woodside","QNS","EL","MEZZANINE TO LIRR PLATFORM C","N","EL419X"
"61 St - Woodside","QNS","EL","MEZZANINE TO UPTOWN","Y","EL417X"
"61 St - Woodside","QNS","EL","STREET TO LIRR PLATFORM A & MEZZANINE","Y","EL415X"
"61 St - Woodside","QNS","ES","STREET TO MEZZANINE","N","ES448"
"66 St - Lincoln Center","MN","EL","STREET TO MEZZANINE & UPTOWN PLATFORM","Y","EL237"
"66 St - Lincoln Center","MN","EL","STREET TO MEZZANINE AND DOWNTOWN PLATFORM","Y","EL238"
"7 Av","MN","ES","SOUTHBOUND PLATFORM TO MEZZANINE","N","ES237"
"7 Av","MN","ES","SOUTHBOUND PLATFORM TO MEZZANINE","N","ES238"
