"station","borough","equipmenttype","serving","ADA","line"
"42 St - Grand Central","MN","ES","LOWER MEZZANINE TO UPPER MEZZANINE (BOWERY)","N","5"
"42 St - Grand Central","MN","ES","LOWER MEZZANINE TO UPPER MEZZANINE (WEST END)","N","5"
"42 St - Grand Central","MN","ES","LOWER MEZZANINE TO UPPER MEZZANINE (WEST END)","N","5"
"42 St - Grand Central","MN","EL","MEZZANINE TO 7 PLATFORM","Y","5"
"42 St - Grand Central","MN","EL","MEZZANINE TO DOWNTOWN 4,5,6 PLATFORM","Y","5"
"42 St - Grand Central","MN","EL","MEZZANINE TO UPTOWN 4,5,6 PLATFORM","Y","5"
"42 St - Grand Central","MN","EL","STREET TO TERMINAL/MEZZANINE","Y","5"
"42 St - Grand Central","MN","ES","UNASSIGNED","N","5"
"42 St - Grand Central","MN","ES","UNASSIGNED","N","5"
"42 St - Grand Central","MN","ES","UNASSIGNED","N","5"
"42 St - Grand Central","MN","ES","UPPER MEZZANINE TO STREET (GC TERMINAL)","N","5"
"42 St - Grand Central","MN","ES","UPPER MEZZANINE TO STREET (GC TERMINAL)","N","5"
"42 St - Port Authority Bus Terminal","MN","EL","BUS TERMINAL TO LOWER MEZZANINE","Y","C"
"42 St - Port Authority Bus Terminal","MN","EL","BUS TERMINAL TO LOWER MEZZANINE","Y","C"
"42 St - Port Authority Bus Terminal","MN","EL","INTERMEDIATE LANDING TO MEZZANINE","Y","C"
"42 St - Port Authority Bus Terminal","MN","ES","LOWER MEZZANINE TO UPPER MEZZANINE","N","C"
"42 St - Port Authority Bus Terminal","MN","ES","MEZZANINE TO STREET","N","C"
"42 St - Port Authority Bus Terminal","MN","EL","STREET TO INTERMEDIATE LANDING","Y","C"
"47-50 St - Rockefeller Ctr","MN","EL","MEZZANINE TO DOWNTOWN","Y","D"
"47-50 St - Rockefeller Ctr","MN","EL","MEZZANINE TO UPTOWN","Y","D"
"47-50 St - Rockefeller Ctr","MN","EL","STREET TO MEZZANINE","Y","D"
"49 St","MN","EL","STREET TO MEZZANINE","Y","Q"
"5 Av / 53 St","MN","ES","SOUTHBOUND PLATFORM TO MEZZANINE","N","M"
"5 Av / 53 St","MN","ES","SOUTHBOUND PLATFORM TO MEZZANINE","N","M"
"5 Av / 53 St","MN","ES","SOUTHBOUND PLATFORM TO MEZZANINE (MADISON AVE)","N","M"
"5 Av / 53 St","MN","ES","SOUTHBOUND PLATFORM TO MEZZANINE (MADISON AVE)","N","M"
"50 St","MN","ES","MEZZANINE TO E TRAIN PLATFORM","N","E"
"50 St","MN","EL","PLAZA TO DOWNTOWN PLATFORMS","Y","E"
"50 St","MN","EL","STREET TO MEZZANINE","Y","E"
"50 St","MN","ES","STREET TO MEZZANINE","N","E"
"57 St - 7 Av","MN","EL","MEZZANINE TO STREET","N","Q"
"59 St","MN","ES","NORTHBOUND EXPRESS PLATFORM TO NORTHBOUND LOCAL PLATFORM","N","5"
"59 St","MN","ES","NORTHBOUND EXPRESS PLATFORM TO NORTHBOUND LOCAL PLATFORM","N","5"
"59 St","MN","ES","SOUTHBOUND EXPRESS PLATFORM TO SOUTHBOUND LOCAL PLATFORM","N","5"
"59 St","MN","ES","SOUTHBOUND EXPRESS PLATFORM TO SOUTHBOUND LOCAL PLATFORM","N","5"
"59 St - Columbus Cir","MN","EL","MEZZANINE AND DOWNTOWN","Y","A"
"59 St - Columbus Cir","MN","EL","MEZZANINE AND UPTOWN","Y","B"
"59 St - Columbus Cir","MN","EL","MEZZANINE AND UPTOWN","Y","A"
"59 St - Columbus Cir","MN","EL","STREET TO MEZZANINE ALL TRAINS","Y","A"
"59 St - Columbus Cir","MN","EL","STREET TO MEZZANINE AND UPTOWN 1 PLATFORM","Y","A"
"599 Lexington Av","MN","ES","MEZZANINE TO UNDERPASS 6 TRAIN DOWNTOWN","N","M"
"7 Av","MN","ES","SOUTHBOUND PLATFORM TO MEZZANINE","N","D"
"7 Av","MN","ES","SOUTHBOUND PLATFORM TO MEZZANINE","N","D"
"72 St","MN","EL","STREET TO DOWNTOWN PLATFORM","Y","2"
"72 St","MN","EL","STREET TO UPTOWN PLATFORM","Y","2"
"96 St","MN","EL","STREET TO DOWNTOWN PLATFORM","Y","2"
"96 St","MN","EL","STREET TO UPTOWN PLATFORM","Y","2"
"Atlantic Av-Barclays Ctr","BKN","ES","LOWER MEZZANINE TO STREET","N","3"
"Atlantic Av-Barclays Ctr","BKN","ES","LOWER MEZZANINE TO UPPER MEZZANINE","N","3"
"Atlantic Av-Barclays Ctr","BKN","EL","MEZZANINE TO 4, 5 PLATFORM","Y","3"
"Atlantic Av-Barclays Ctr","BKN","EL","MEZZANINE TO DOWNTOWN","Y","N"
"Atlantic Av-Barclays Ctr","BKN","EL","MEZZANINE TO DOWNTOWN 2,3 PLATFORM","Y","3"
"Atlantic Av-Barclays Ctr","BKN","EL","MEZZANINE TO UPTOWN","Y","N"
"Atlantic Av-Barclays Ctr","BKN","EL","MIDDLE MEZZANINE TO B,Q PLATFORM","Y","3"
"Atlantic Av-Barclays Ctr","BKN","EL","STREET TO LIRR TERMINAL/NYCT 2/3 TRAINS NORTHBOUND","Y","3"
"Atlantic Av-Barclays Ctr","BKN","EL","STREET TO LIRR TERMINAL/NYCT 2/3 TRAINS NORTHBOUND","Y","3"
"Atlantic Av-Barclays Ctr","BKN","EL","STREET TO MEZZANINE","Y","3"
"Atlantic Av-Barclays Ctr","BKN","EL","STREET TO MEZZANINE","Y","N"
"Atlantic Av-Barclays Ctr","BKN","ES","STREET TO MEZZANINE","N","3"
"Atlantic Av-Barclays Ctr","BKN","EL","UPTOWN 2, 3 PLATFORM TO MEZZANINE","Y","3"
"Bay Parkway","BKN","EL","MEZZANINE TO DOWNTOWN","Y","M"
"Bay Parkway","BKN","EL","MEZZANINE TO UPTOWN","Y","M"
"Bay Parkway","BKN","EL","STREET TO MEZZANINE","Y","M"
"Borough Hall","BKN","EL","MEZZANINE TO UPTOWN AND DOWNTOWN PLATFORMS","Y","3"
"Borough Hall","BKN","ES","SOUTHBOUND PLATFORM TO MEZZANINE","N","3"
"Borough Hall","BKN","EL","STREET TO MEZZANINE","Y","3"
"Bowery","MN","ES","CENTER ISLAND PLATFORM TO MEZZANINE","N","Z"
"Bowling Green","MN","ES","LOWER MEZZANINE TO NORTHBOUND PLATFORM","N","5"
"Bowling Green","MN","ES","LOWER MEZZANINE TO NORTHBOUND PLATFORM","N","5"
"Bowling Green","MN","ES","LOWER MEZZANINE TO SOUTHBOUND PLATFORM","N","5"
"Bowling Green","MN","ES","LOWER MEZZANINE TO SOUTHBOUND PLATFORM","N","5"
"Bowling Green","MN","ES","LOWER MEZZANINE TO UPPER MEZZANINE","N","5"
"Bowling Green","MN","ES","LOWER MEZZANINE TO UPPER MEZZANINE","N","5"
"Bowling Green","MN","ES","LOWER MEZZANINE TO UPPER MEZZANINE","N","5"
"Bowling Green","MN","ES","LOWER MEZZANINE TO UPPER MEZZANINE","N","5"
"Bowling Green","MN","EL","MEZZANINE TO DOWNTOWN","Y","5"
"Bowling Green","MN","EL","STREET TO MEZZANINE & UPTOWN PLATFORM","Y","5"
"Bowling Green","MN","ES","UPPER MEZZANINE TO STREET","N","5"
"Briarwood/Van Wyck Blvd","QNS","EL","STREET TO MEZZANINE","N","F"
"Brighton Beach","BKN","ES","STREET TO MEZZANINE","N","Q"
"Broadway Junction","BKN","ES","STREET TO UPPER MEZZANINE","N","C"
"Broadway Junction","BKN","ES","STREET TO UPPER MEZZANINE","N","C"
"Broadway Junction","BKN","ES","STREET TO UPPER MEZZANINE","N","C"
"Broadway-Lafayette/Bleecker St","MN","EL","DOWNTOWN 6 MEZZANINE TO DOWNTOWN B/D/F/M PLATFORM","Y","D"
"Broadway-Lafayette/Bleecker St","MN","EL","DOWNTOWN 6 MEZZANINE TO UPTOWN B/D/F/M PLATFORM","Y","D"
"Broadway-Lafayette/Bleecker St","MN","ES","NORTHBOUND PLATFORM TO MEZZANINE","N","D"
"Broadway-Lafayette/Bleecker St","MN","EL","STREET TO MEZZANINE AND DOWNTOWN 6 PLATFORM","Y","D"
"Broadway-Lafayette/Bleecker St","MN","EL","UPTOWN 6 MEZZANINE TO DOWNTOWN B/D/F/M PLATFORM","Y","D"
"Broadway-Lafayette/Bleecker St","MN","EL","UPTOWN 6 MEZZANINE TO UPTOWN B/D/F/M PLATFORM","Y","D"
"Brooklyn Bridge - City Hall","MN","EL","MEZZANINE TO DOWNTOWN","Y","5"
"Brooklyn Bridge - City Hall","MN","EL","MEZZANINE TO UPTOWN","Y","5"
"Brooklyn Bridge - City Hall","MN","EL","STREET TO MEZZANINE","Y","5"
"Canal St","MN","EL","STREET TO DOWNTOWN PLATFORM","Y","N"
"Chambers St","MN","EL","MEZZANINE TO DOWNTOWN","Y","2"
"Chambers St","MN","EL","MEZZANINE TO UPTOWN","Y","2"
"Chambers St","MN","EL","STREET TO MEZZANINE","Y","2"
"Church Av","BKN","EL","MEZZANINE TO DOWNTOWN","Y","G"
"Church Av","BKN","EL","MEZZANINE TO UPTOWN","Y","G"
"Church Av","BKN","EL","STREET TO DOWNTOWN PLATFORM","Y","5"
"Church Av","BKN","EL","STREET TO MEZZANINE","Y","G"
"Church Av","BKN","EL","STREET TO UPTOWN PLATFORM","Y","5"
"Clark St","BKN","EL","LOWER MEZZANINE TO STREET","N","3"
"Clark St","BKN","EL","LOWER MEZZANINE TO STREET","N","3"
"Clark St","BKN","EL","LOWER MEZZANINE TO STREET","N","3"
"Columbus Circle","MN","ES","STREET TO MEZZANINE ALL TRAINS","N","A"
"Columbus Circle","MN","ES","STREET TO MEZZANINE ALL TRAINS","N","A"
"Coney Island Stillwell Av","BKN","EL","3 LANDINGS","Y","F"
"Coney Island Stillwell Av","BKN","EL","OVERPASS TO D PLATFORM","Y","F"
"Coney Island Stillwell Av","BKN","EL","OVERPASS TO N PLATFORM","Y","F"
"Court Square","QNS","EL","LEVEL 2 TO MEZZANINE","Y","7"
"Court Square","QNS","EL","STREET TO MEZZANINE","Y","7"
"Court Square","QNS","ES","STREET TO MEZZANINE","N","7"
"Court Square","QNS","ES","STREET TO MEZZANINE","N","7"
"Court Square","QNS","EL","STREET TO MEZZANINE","Y","7"
"Court Square","QNS","ES","STREET TO MEZZANINE PASSAGEWAY TO E/G/M TRAINS","N","7"
"Court Square","QNS","ES","STREET TO MEZZANINE PASSAGEWAY TO E/G/M TRAINS","N","7"
"Court Square - 23 St","QNS","PW","PASSAGEWAY TRANSFER","N","M"
"Court Square - 23 St","QNS","PW","PASSAGEWAY TRANSFER","N","M"
"Crown Hts - Utica Av","BKN","EL","MEZZANINE TO PLATFORMS","Y","4"
"Crown Hts - Utica Av","BKN","EL","STREET TO MEZZANINE","Y","4"
"Dekalb Av","BKN","EL","MEZZANINE TO DOWNTOWN","Y","Q"
"Dekalb Av","BKN","EL","MEZZANINE TO UPTOWN","Y","Q"
"Dekalb Av","BKN","ES","NORTHBOUND PLATFORM TO MEZZANINE","N","Q"
"Dekalb Av","BKN","ES","SOUTHBOUND PLATFORM TO MEZZANINE","N","Q"
"Dekalb Av","BKN","EL","STREET TO MEZZANINE","Y","Q"
"Delancey St Essex St","MN","ES","MEZZANINE TO STREET","N","J"
"Delancey St Essex St","MN","ES","NORTHBOUND PLATFORM TO STREET","N","J"
"East 180 St","BX","EL","STREET TO DOWNTOWN PLATFORM","Y","5"
"East 180 St","BX","EL","STREET TO UPTOWN PLATFORM","Y","5"
"Euclid Av","BKN","EL","MEZZANINE TO DOWNTOWN","Y","C"
"Euclid Av","BKN","EL","MEZZANINE TO UPTOWN","Y","C"
"Euclid Av","BKN","EL","STREET TO MEZZANINE","Y","C"
"Flatbush Av Brooklyn College","BKN","EL","STREET TO PLATFORMS","Y","5"
"Flushing Av","BKN","EL","MEZZANINE TO DOWNTOWN","Y","M"
"Flushing Av","BKN","EL","MEZZANINE TO UPTOWN","Y","M"
"Flushing Av","BKN","EL","STREET TO MEZZANINE","Y","M"
"Forest Hills - 71 Av","QNS","EL","MEZZANINE TO NORTHBOUND PLATFORM","Y","F"
"Forest Hills - 71 Av","QNS","EL","MEZZANINE TO SOUTHBOUND PLATFORM","Y","F"
"Forest Hills - 71 Av","QNS","EL","STREET TO MEZZANINE ALL TRAINS","Y","F"
"Franklin Av","BKN","ES","LOWER MEZZANINE TO PLATFORM","N","S"
"Franklin Av","BKN","EL","STREET TO DOWNTOWN C PLATFORM AND S PLATFORM","Y","S"
"Franklin Av","BKN","EL","UPTOWN PLATFORM TO 1ST LEVEL BRIDGE","Y","S"
"Fulton St","MN","EL","3 LANDINGS","Y","5"
"Fulton St","MN","ES","33 MAIDEN LANE TO PASSAGEWAY","N","Z"
"Fulton St","MN","ES","33 MAIDEN LANE TO PASSAGEWAY","N","Z"
"Fulton St","MN","EL","4/5 & R/W UNDERPASS","Y","5"
"Fulton St","MN","EL","4/5 & R/W UNDERPASS","Y","5"
"Fulton St","MN","EL","CENTER ISLAND LOWER PLATFORM TO MEZZANINE","Y","C"
"Fulton St","MN","EL","CORBIN BUILDING","Y","C"
"Fulton St","MN","EL","CORBIN BUILDING","Y","C"
"Fulton St","MN","ES","CORBIN BUILDING","N","C"
"Fulton St","MN","ES","CORBIN BUILDING","N","C"
"Fulton St","MN","EL","CORTLANDT ST R LINE","Y","C"
"Fulton St","MN","EL","CORTLANDT ST R LINE","Y","5"
"Fulton St","MN","EL","LOWER MEZZANINE TO PLATFORM","Y","C"
"Fulton St","MN","ES","LOWER MEZZANINE TO SOUTHBOUND PLATFORM","N","C"
"Fulton St","MN","ES","LOWER MEZZANINE TO UPPER MEZZANINE","N","C"
"Fulton St","MN","ES","LOWER MEZZANINE TO UPPER MEZZANINE","N","C"
"Fulton St","MN","EL","PLATFORM TO LOWER MEZZANINE","Y","C"
"Fulton St","MN","EL","PLATFORM TO MEZZANINE","Y","3"
"Fulton St","MN","EL","TRANSIT CENTER","Y","C"
"Fulton St","MN","EL","TRANSIT CENTER","Y","C"
"Fulton St","MN","ES","TRANSIT CENTER","N","C"
"Fulton St","MN","ES","TRANSIT CENTER","N","C"
"Fulton St","MN","ES","TRANSIT CENTER","N","C"
"Fulton St","MN","EL","TRANSIT CENTER","N","C"
"Fulton St","MN","EL","TRANSIT CENTER","Y","C"
"Fulton St","MN","ES","TRANSIT CENTER","N","C"
"Fulton St","MN","ES","TRANSIT CENTER","N","C"
"Fulton St","MN","EL","TRANSIT CENTER","Y","C"
"Fulton St","MN","EL","TRANSIT CENTER","Y","C"
"Fulton St","MN","EL","UPPER MEZZANINE TO STREET","Y","Z"
"Fulton St","MN","EL","UPPER MEZZANINE TO STREET","Y","3"
"Gun Hill Rd","BX","ES","STREET TO MEZZANINE","N","5"
"Gun Hill Rd","BX","ES","STREET TO MEZZANINE","N","5"
"Gun Hill Rd","BX","EL","STREET TO MEZZANINE & UPTOWN PLATFORM","Y","5"
"Gun Hill Rd","BX","EL","STREET TO MEZZANINE AND DOWNTOWN PLATFORM","Y","5"
"High St","BKN","ES","LOWER MEZZANINE TO UPPER MEZZANINE","N","C"
"High St","BKN","ES","LOWER MEZZANINE TO UPPER MEZZANINE","N","C"
"High St","BKN","ES","LOWER MEZZANINE TO UPPER MEZZANINE","N","C"
"High St","BKN","ES","LOWER MEZZANINE TO UPPER MEZZANINE","N","C"
"High St","BKN","ES","LOWER MEZZANINE TO UPPER MEZZANINE","N","C"
"Intervale Av","BX","ES","STREET TO MEZZANINE","N","5"
"Jackson Hts - Roosevelt Av","QNS","ES","LOWER MEZZANINE TO UPPER MEZZANINE","N","F"
"Jackson Hts - Roosevelt Av","QNS","ES","LOWER MEZZANINE TO UPPER MEZZANINE","N","F"
"Jackson Hts - Roosevelt Av","QNS","ES","LOWER MEZZANINE TO UPPER MEZZANINE","N","F"
"Jackson Hts - Roosevelt Av","QNS","ES","LOWER MEZZANINE TO UPPER MEZZANINE","N","F"
"Jackson Hts - Roosevelt Av","QNS","ES","LOWER MEZZANINE TO UPPER MEZZANINE","N","F"
"Jackson Hts - Roosevelt Av","QNS","EL","LOWER MEZZANINE TO UPTOWN E/F/M/R PLATFORM","Y","F"
"Jackson Hts - Roosevelt Av","QNS","EL","MEZZANINE TO DOWNTOWN 7","Y","F"
"Jackson Hts - Roosevelt Av","QNS","EL","MEZZANINE TO DOWNTOWN E/F/M/R","Y","F"
"Jackson Hts - Roosevelt Av","QNS","EL","MIDDLE MEZZANINE TO STREET TO IRT MEZZANINE TO NORTHBOUND IRT PLATFORM(7)","Y","F"
"Jamaica Center Parsons/Archer","QNS","ES","CENTER ISLAND LOWER PLATFORM TO MEZZANINE","N","J"
"Jamaica Center Parsons/Archer","QNS","ES","CENTER ISLAND LOWER PLATFORM TO MEZZANINE","N","J"
"Jamaica Center Parsons/Archer","QNS","ES","CENTER ISLAND UPPER PLATFORM TO MEZZANINE","N","J"
"Jamaica Center Parsons/Archer","QNS","ES","CENTER ISLAND UPPER PLATFORM TO MEZZANINE","N","J"
"Jamaica Center Parsons/Archer","QNS","ES","MEZZANINE TO PLATFORM","N","J"
"Jamaica Center Parsons/Archer","QNS","EL","MEZZANINE TO PLATFORMS","Y","J"
"Jamaica Center Parsons/Archer","QNS","ES","MEZZANINE TO STREET","N","J"
"Jamaica Center Parsons/Archer","QNS","ES","MEZZANINE TO STREET","N","J"
"Jamaica Center Parsons/Archer","QNS","ES","MEZZANINE TO STREET","N","J"
"Jamaica Center Parsons/Archer","QNS","ES","PLATFORM TO MEZZANINE","N","J"
"Jamaica Center Parsons/Archer","QNS","ES","PLATFORM TO MEZZANINE","N","J"
"Jamaica Center Parsons/Archer","QNS","EL","STREET TO MEZZANINE","Y","J"
"Jay St - MetroTech","BKN","ES","LOWER MEZZANINE TO PLATFORM","N","C"
"Jay St - MetroTech","BKN","EL","MEZZANINE AND DOWNTOWN","Y","C"
"Jay St - MetroTech","BKN","EL","MEZZANINE AND UPTOWN","Y","C"
"Jay St - MetroTech","BKN","ES","MEZZANINE TO PLATFORM","N","C"
"Jay St - MetroTech","BKN","EL","MEZZANINE TO PLATFORM","Y","C"
"Jay St - MetroTech","BKN","ES","MEZZANINE TO STREET (NORTH) MYRTLE AVE","N","C"
"Jay St - MetroTech","BKN","ES","MEZZANINE TO STREET (NORTH) MYRTLE AVE","N","C"
"Jay St - MetroTech","BKN","ES","MEZZANINE TO STREET (SOUTH) WILLOUGHBY ST","N","C"
"Jay St - MetroTech","BKN","ES","MEZZANINE TO STREET (SOUTH) WILLOUGHBY ST","N","C"
"Jay St - MetroTech","BKN","EL","STREET TO MEZZANINE","Y","C"
"Jay St - MetroTech","BKN","EL","STREET TO MEZZANINE","N","C"
"Kew Gardens / Union Tpk","QNS","EL","MEZZANINE TO PLATFORM","Y","F"
"Kew Gardens / Union Tpk","QNS","EL","MEZZANINE TO UPTOWN","Y","F"
"Kew Gardens / Union Tpk","QNS","EL","STREET TO MEZZANINE","Y","F"
"Kings Highway","BKN","EL","STREET TO DOWNTOWN PLATFORM","Y","Q"
"Kings Highway","BKN","EL","STREET TO UPTOWN PLATFORM","Y","Q"
"Kingsbridge Road","BX","EL","MEZZANINE TO SOUTHBOUND PLATFORM","Y","B"
"Kingsbridge Road","BX","EL","NORTHBOUND PLATFORM TO MEZZANINE","Y","B"
"Kingsbridge Road","BX","EL","STREET TO MEZZANINE","Y","B"
"Lexington Av / 53 St","MN","ES","CENTER ISLAND PLATFORM TO MEZZANINE","N","M"
"Lexington Av / 53 St","MN","ES","CENTER ISLAND PLATFORM TO MEZZANINE","N","M"
"Lexington Av / 53 St","MN","ES","CENTER ISLAND PLATFORM TO MEZZANINE","N","M"
"Lexington Av / 53 St","MN","ES","CENTER ISLAND PLATFORM TO MEZZANINE (3RD AVE)","N","M"
"Lexington Av / 53 St","MN","ES","CENTER ISLAND PLATFORM TO MEZZANINE (3RD AVE)","N","M"
"Lexington Av / 53 St","MN","EL","MEZZANINE TO PLATFORM","Y","M"
"Lexington Av / 53 St","MN","ES","PASSAGEWAY MEZZANINE TO PLATFORM E/M","N","M"
"Lexington Av / 53 St","MN","EL","STREET TO MEZZANINE TO 6/E/M TRAINS","Y","M"
"Lexington Av / 53 St","MN","ES","STREET TO MEZZANINE TO E/M TRAINS","N","M"
"Lexington Av / 59 St","MN","ES","BMT CENTER ISLAND PLATFORM TO IRT SOUTHBOUND PLATFORM","N","R"
"Lexington Av / 59 St","MN","ES","CENTER ISLAND PLATFORM TO MEZZANINE (60ST / 3RD AVE)","N","R"
"Lexington Av / 59 St","MN","ES","CENTER ISLAND PLATFORM TO MEZZANINE (60ST / 3RD AVE)","N","R"
"Lexington Av / 63 St","MN","ES","LOWER MEZZANINE TO NORTHBOUND PLATFORM","N","Q"
"Lexington Av / 63 St","MN","ES","LOWER MEZZANINE TO NORTHBOUND PLATFORM","N","Q"
"Lexington Av / 63 St","MN","ES","LOWER MEZZANINE TO SOUTHBOUND PLATFORM","N","Q"
"Lexington Av / 63 St","MN","ES","LOWER MEZZANINE TO SOUTHBOUND PLATFORM","N","Q"
"Lexington Av / 63 St","MN","EL","MEZZANINE TO DOWNTOWN AND DOWNTOWN TO UPTOWN PLATFORM","Y","Q"
"Lexington Av / 63 St","MN","EL","MEZZANINE TO PLATFORMS","Y","Q"
"Lexington Av / 63 St","MN","EL","MEZZANINE TO PLATFORMS","Y","Q"
"Lexington Av / 63 St","MN","EL","MEZZANINE TO PLATFORMS","Y","Q"
"Lexington Av / 63 St","MN","ES","MEZZANINE TO STREET","N","Q"
"Lexington Av / 63 St","MN","ES","MEZZANINE TO STREET","N","Q"
"Lexington Av / 63 St","MN","EL","MEZZANINE TO STREET","Y","Q"
"Lexington Av / 63 St","MN","EL","MEZZANINE TO UPPER SOUTHBOUND PLATFORM TO LOWER NORTHBOUND PLATFORM","Y","Q"
"Lexington Av / 63 St","MN","ES","MIDDLE MEZZANINE TO LOWER MEZZANINE","N","Q"
"Lexington Av / 63 St","MN","ES","MIDDLE MEZZANINE TO LOWER MEZZANINE","N","Q"
"Lexington Av / 63 St","MN","EL","STREET TO MEZZANINE","Y","Q"
"Lexington Av / 63 St","MN","ES","STREET TO UPPER MEZZANINE","N","Q"
"Lexington Av / 63 St","MN","ES","STREET TO UPPER MEZZANINE","N","Q"
"Lexington Av / 63 St","MN","ES","UPPER MEZZANINE TO MIDDLE MEZZANINE","N","Q"
"Lexington Av / 63 St","MN","ES","UPPER MEZZANINE TO MIDDLE MEZZANINE","N","Q"
"Marcy Av","BKN","EL","STREET TO MEZZANINE & UPTOWN PLATFORM","Y","M"
"Marcy Av","BKN","EL","STREET TO MEZZANINE AND DOWNTOWN PLATFORM","Y","M"
"Myrtle Av / Wyckoff Av","BKN","ES","LOWER MEZZANINE TO UPPER MEZZANINE","N","M"
"Myrtle Av / Wyckoff Av","BKN","ES","LOWER MEZZANINE TO UPPER MEZZANINE","N","M"
"Myrtle Av / Wyckoff Av","BKN","EL","MEZZANINE TO PLATFORM","Y","M"
"Myrtle Av / Wyckoff Av","BKN","EL","STREET TO MEZZANINE AND M TRANSFER PASSAGEWAY","Y","M"
"Myrtle Av / Wyckoff Av","BKN","EL","TRANSFER PASSAGEWAY MEZZANINE TO PLATFORM","Y","M"
"Park Place","MN","ES","CENTER ISLAND PLATFORM TO MEZZANINE","N","3"
"Park Place","MN","ES","CENTER ISLAND PLATFORM TO MEZZANINE","N","3"
"Pelham Pkwy","BX","EL","MEZZANINE TO DOWNTOWN","Y","5"
"Pelham Pkwy","BX","ES","MEZZANINE TO SOUTHBOUND PLATFORM","N","5"
"Pelham Pkwy","BX","EL","MEZZANINE TO UPTOWN","Y","5"
"Pelham Pkwy","BX","ES","STREET TO MEZZANINE","N","5"
"Pelham Pkwy","BX","EL","STREET TO MEZZANINE","Y","5"
"President St","BKN","ES","CENTER ISLAND PLATFORM TO MEZZANINE","N","5"
"Prospect Park","BKN","EL","STREET TO DOWNTOWN PLATFORM","Y","Q"
"Prospect Park","BKN","EL","STREET TO UPTOWN PLATFORM","Y","Q"
"Queens Plaza","QNS","EL","MEZZANINE TO DOWNTOWN","Y","R"
"Queens Plaza","QNS","EL","MEZZANINE TO UPTOWN","Y","R"
"Queens Plaza","QNS","EL","STREET TO MEZZANINE","Y","R"
"Rockaway Park - Beach 116 St","QNS","EL","UNASSIGNED","Y","S"
"Simpson St","BX","EL","STREET TO DOWNTOWN PLATFORM","Y","5"
"Simpson St","BX","EL","STREET TO UPTOWN PLATFORM","Y","5"
"Smith - 9 Sts","BKN","ES","LOWER MEZZANINE TO UPPER MEZZANINE","N","G"
"Smith - 9 Sts","BKN","ES","LOWER MEZZANINE TO UPPER MEZZANINE","N","G"
"Smith - 9 Sts","BKN","ES","LOWER MEZZANINE TO UPPER MEZZANINE","N","G"
"Smith - 9 Sts","BKN","ES","STREET TO LOWER MEZZANINE","N","G"
"Smith - 9 Sts","BKN","ES","STREET TO LOWER MEZZANINE","N","G"
"Smith - 9 Sts","BKN","ES","STREET TO LOWER MEZZANINE","N","G"
"Sutphin Blvd - Archer Av - JFK Airport","QNS","EL","3 LANDINGS","Y","J"
"Sutphin Blvd - Archer Av - JFK Airport","QNS","ES","Center Island Lower Platform to Center Island Upper Platform","N","J"
"Sutphin Blvd - Archer Av - JFK Airport","QNS","ES","Center Island Lower Platform to Center Island Upper Platform","N","J"
"Sutphin Blvd - Archer Av - JFK Airport","QNS","ES","CENTER ISLAND UPPER PLATFORM TO MEZZANINE","N","J"
"Sutphin Blvd - Archer Av - JFK Airport","QNS","ES","CENTER ISLAND UPPER PLATFORM TO MEZZANINE","N","J"
"Sutphin Blvd - Archer Av - JFK Airport","QNS","EL","MEZZANINE TO PLATFORM","Y","J"
"Sutphin Blvd - Archer Av - JFK Airport","QNS","EL","STREET TO LIRR TO AIR TRAIN","Y","J"
"Sutphin Blvd - Archer Av - JFK Airport","QNS","ES","STREET TO MEZZANINE TO E/J/Z TRAINS","N","J"
"Sutphin Blvd - Archer Av - JFK Airport","QNS","ES","STREET TO MEZZANINE TO E/J/Z TRAINS","N","J"
"Sutphin Blvd - Archer Av - JFK Airport","QNS","EL","STREET TO TA MEZZANINE AND LIRR OVERPASS","Y","J"
"Sutphin Blvd - Archer Av - JFK Airport","QNS","EL","STREET TO TA MEZZANINE AND LIRR OVERPASS","Y","J"
"Sutphin Blvd - Archer Av - JFK Airport","QNS","EL","STREET TO TA MEZZANINE AND LIRR OVERPASS","Y","J"
"Sutphin Blvd - Archer Av - JFK Airport","QNS","EL","YARD TO STORAGE ROOM","N","J"
"Times Sq - 42 St","MN","ES","CENTER ISLAND PLATFORM TO MEZZANINE (41 ST / 7 AVE)","N","Q"
"Times Sq - 42 St","MN","ES","CENTER ISLAND PLATFORM TO MEZZANINE (41 ST / 7 AVE)","N","Q"
"Times Sq - 42 St","MN","ES","CENTER ISLAND PLATFORM TO MEZZANINE (41 ST / BWAY)","N","Q"
"Times Sq - 42 St","MN","EL","MEZZANINE AND UPTOWN 1,2,3 TRAINS PLATFORM","Y","Q"
"Times Sq - 42 St","MN","EL","MEZZANINE TO DOWNTOWN","Y","Q"
"Times Sq - 42 St","MN","EL","MEZZANINE TO DOWNTOWN PLATFORM & 7 PLATFORM","Y","Q"
"Times Sq - 42 St","MN","EL","MEZZANINE TO UPTOWN","Y","Q"
"Times Sq - 42 St","MN","ES","STREET TO MEZZANINE ALL TRAINS","N","Q"
"Times Sq - 42 St","MN","ES","STREET TO MEZZANINE ALL TRAINS","N","Q"
"Times Sq - 42 St","MN","ES","STREET TO MEZZANINE ALL TRAINS","N","Q"
"Times Sq - 42 St","MN","EL","STREET TO MEZZANINE ALL TRAINS","N","Q"
"Times Sq - 42 St","MN","ES","STREET TO MEZZANINE ALL TRAINS","N","Q"
